group,subgroup,suborder,subcat,xaxis,xorder,xlabel,chart,value,count,total,missing,x0,x1,x2,x3
Arizona,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,19.5,452,2323,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,46.2,1892,4093,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,71.3,3509,4924,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,87.2,3154,3615,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,96,2159,2248,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,318,318,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arizona,enroll,1,,actcat,1,1-15,Percent who enrolled in college,26.6,2323,8742,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arizona,enroll,1,,actcat,2,16-19,Percent who enrolled in college,51,4093,8026,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arizona,enroll,1,,actcat,3,20-23,Percent who enrolled in college,68.3,4924,7208,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arizona,enroll,1,,actcat,4,24-27,Percent who enrolled in college,78.1,3615,4628,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arizona,enroll,1,,actcat,5,28-32,Percent who enrolled in college,84.7,2248,2655,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arizona,enroll,1,,actcat,6,33-36,Percent who enrolled in college,79.7,318,399,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,36.7,656,1786,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,55,2550,4639,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,68.7,3679,5359,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,85.1,3074,3611,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,95.7,1687,1762,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,99,196,198,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Arkansas,enroll,1,,actcat,1,1-15,Percent who enrolled in college,38.4,1786,4646,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,enroll,1,,actcat,2,16-19,Percent who enrolled in college,61.1,4639,7595,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,enroll,1,,actcat,3,20-23,Percent who enrolled in college,75,5359,7145,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,enroll,1,,actcat,4,24-27,Percent who enrolled in college,84.8,3611,4259,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,enroll,1,,actcat,5,28-32,Percent who enrolled in college,87.9,1762,2005,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Arkansas,enroll,1,,actcat,6,33-36,Percent who enrolled in college,88,198,225,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,49.5,4298,8679,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,67.6,12255,18133,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,81.4,18781,23067,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,89.8,18290,20360,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,95.1,13747,14461,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,98.6,3216,3261,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
California,enroll,1,,actcat,1,1-15,Percent who enrolled in college,65.4,8679,13276,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,enroll,1,,actcat,2,16-19,Percent who enrolled in college,77.5,18133,23410,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,enroll,1,,actcat,3,20-23,Percent who enrolled in college,84.3,23067,27360,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,enroll,1,,actcat,4,24-27,Percent who enrolled in college,87.9,20360,23158,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,enroll,1,,actcat,5,28-32,Percent who enrolled in college,88.7,14461,16301,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
California,enroll,1,,actcat,6,33-36,Percent who enrolled in college,87.2,3261,3738,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,26.5,613,2315,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,53.6,3223,6017,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,76.2,6809,8940,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,88.5,6577,7432,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,95,4281,4507,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,98.5,808,820,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Colorado,enroll,1,,actcat,1,1-15,Percent who enrolled in college,19.3,2315,11964,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,enroll,1,,actcat,2,16-19,Percent who enrolled in college,43.3,6017,13897,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,enroll,1,,actcat,3,20-23,Percent who enrolled in college,64.1,8940,13942,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,enroll,1,,actcat,4,24-27,Percent who enrolled in college,76.1,7432,9763,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,enroll,1,,actcat,5,28-32,Percent who enrolled in college,82.1,4507,5487,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Colorado,enroll,1,,actcat,6,33-36,Percent who enrolled in college,84.2,820,974,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,64.1,270,421,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,88.1,1194,1356,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,96.2,2498,2597,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,98.5,2862,2907,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,99.3,2147,2163,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,446,446,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Connecticut,enroll,1,,actcat,1,1-15,Percent who enrolled in college,70.2,421,600,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,enroll,1,,actcat,2,16-19,Percent who enrolled in college,82,1356,1654,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,enroll,1,,actcat,3,20-23,Percent who enrolled in college,86.7,2597,2994,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,enroll,1,,actcat,4,24-27,Percent who enrolled in college,88.7,2907,3276,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,enroll,1,,actcat,5,28-32,Percent who enrolled in college,87,2163,2487,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Connecticut,enroll,1,,actcat,6,33-36,Percent who enrolled in college,82.6,446,540,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,64.6,64,99,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,86.6,168,194,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,94,311,331,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,98.4,314,319,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,99.1,218,220,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,47,47,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Delaware,enroll,1,,actcat,1,1-15,Percent who enrolled in college,63.9,99,155,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,enroll,1,,actcat,2,16-19,Percent who enrolled in college,81.2,194,239,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,enroll,1,,actcat,3,20-23,Percent who enrolled in college,89,331,372,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,enroll,1,,actcat,4,24-27,Percent who enrolled in college,92.5,319,345,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,enroll,1,,actcat,5,28-32,Percent who enrolled in college,85.3,220,258,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Delaware,enroll,1,,actcat,6,33-36,Percent who enrolled in college,87,47,54,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,83.6,280,335,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,94.3,265,281,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,97.8,178,182,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,98.5,198,201,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,99,194,196,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,64,64,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
District of Columbia,enroll,1,,actcat,1,1-15,Percent who enrolled in college,63.6,335,527,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,enroll,1,,actcat,2,16-19,Percent who enrolled in college,81.7,281,344,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,enroll,1,,actcat,3,20-23,Percent who enrolled in college,84.7,182,215,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,enroll,1,,actcat,4,24-27,Percent who enrolled in college,88.2,201,228,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,enroll,1,,actcat,5,28-32,Percent who enrolled in college,80.7,196,243,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
District of Columbia,enroll,1,,actcat,6,33-36,Percent who enrolled in college,71.1,64,90,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,67.5,6985,10341,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,71,15390,21686,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,79.3,18270,23026,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,89.9,13951,15514,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,96.3,8157,8471,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,99.3,1078,1086,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Florida,enroll,1,,actcat,1,1-15,Percent who enrolled in college,32.9,10341,31392,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,enroll,1,,actcat,2,16-19,Percent who enrolled in college,61.9,21686,35012,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,enroll,1,,actcat,3,20-23,Percent who enrolled in college,79.1,23026,29100,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,enroll,1,,actcat,4,24-27,Percent who enrolled in college,86.8,15514,17874,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,enroll,1,,actcat,5,28-32,Percent who enrolled in college,89.6,8471,9451,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Florida,enroll,1,,actcat,6,33-36,Percent who enrolled in college,83.4,1086,1302,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,57.9,2374,4098,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,76.8,7792,10143,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,91.3,9808,10737,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,96.5,6971,7227,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,99,4268,4313,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,99.7,712,714,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Georgia,enroll,1,,actcat,1,1-15,Percent who enrolled in college,51.3,4098,7989,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,enroll,1,,actcat,2,16-19,Percent who enrolled in college,72.2,10143,14056,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,enroll,1,,actcat,3,20-23,Percent who enrolled in college,84,10737,12789,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,enroll,1,,actcat,4,24-27,Percent who enrolled in college,89.2,7227,8103,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,enroll,1,,actcat,5,28-32,Percent who enrolled in college,90.4,4313,4772,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Georgia,enroll,1,,actcat,6,33-36,Percent who enrolled in college,89.7,714,796,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,36.4,204,560,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,60.9,596,979,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,85.1,981,1153,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,91.9,712,775,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,97.1,362,373,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,69,69,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Hawaii,enroll,1,,actcat,1,1-15,Percent who enrolled in college,46.9,560,1194,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,enroll,1,,actcat,2,16-19,Percent who enrolled in college,70.1,979,1397,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,enroll,1,,actcat,3,20-23,Percent who enrolled in college,83.8,1153,1376,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,enroll,1,,actcat,4,24-27,Percent who enrolled in college,88.7,775,874,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,enroll,1,,actcat,5,28-32,Percent who enrolled in college,87.1,373,428,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Hawaii,enroll,1,,actcat,6,33-36,Percent who enrolled in college,90.8,69,76,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,43.4,125,288,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,69.4,783,1128,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,82.3,1334,1620,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,89.5,1216,1358,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,96.4,808,838,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,132,132,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Idaho,enroll,1,,actcat,1,1-15,Percent who enrolled in college,37.7,288,764,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,enroll,1,,actcat,2,16-19,Percent who enrolled in college,55.3,1128,2038,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,enroll,1,,actcat,3,20-23,Percent who enrolled in college,62.7,1620,2584,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,enroll,1,,actcat,4,24-27,Percent who enrolled in college,70,1358,1941,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,enroll,1,,actcat,5,28-32,Percent who enrolled in college,74.4,838,1127,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Idaho,enroll,1,,actcat,6,33-36,Percent who enrolled in college,77.6,132,170,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,18.5,1795,9702,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,38.7,8389,21655,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,60.6,17396,28696,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,79.1,18523,23414,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,91.9,13903,15128,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,98.5,3062,3109,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Illinois,enroll,1,,actcat,1,1-15,Percent who enrolled in college,28.4,9702,34169,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,enroll,1,,actcat,2,16-19,Percent who enrolled in college,54.7,21655,39603,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,enroll,1,,actcat,3,20-23,Percent who enrolled in college,74.9,28696,38313,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,enroll,1,,actcat,4,24-27,Percent who enrolled in college,85.4,23414,27419,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,enroll,1,,actcat,5,28-32,Percent who enrolled in college,89.4,15128,16924,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Illinois,enroll,1,,actcat,6,33-36,Percent who enrolled in college,85.5,3109,3638,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,56.6,833,1472,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,80.7,3438,4259,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,92.5,5691,6151,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,97.1,4932,5077,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,99.1,2979,3005,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,100,485,485,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Indiana,enroll,1,,actcat,1,1-15,Percent who enrolled in college,44.7,1472,3295,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,enroll,1,,actcat,2,16-19,Percent who enrolled in college,70.5,4259,6037,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,enroll,1,,actcat,3,20-23,Percent who enrolled in college,83.9,6151,7330,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,enroll,1,,actcat,4,24-27,Percent who enrolled in college,89.1,5077,5701,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,enroll,1,,actcat,5,28-32,Percent who enrolled in college,91.1,3005,3300,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Indiana,enroll,1,,actcat,6,33-36,Percent who enrolled in college,86,485,564,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Iowa,fouryr,1,,actcat,1,1-15,Percent who attended a 4-year college,14.7,127,862,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,fouryr,1,,actcat,2,16-19,Percent who attended a 4-year college,42,1643,3914,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,fouryr,1,,actcat,3,20-23,Percent who attended a 4-year college,68.1,4301,6317,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,fouryr,1,,actcat,4,24-27,Percent who attended a 4-year college,83.5,3863,4624,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,fouryr,1,,actcat,5,28-32,Percent who attended a 4-year college,94.4,2308,2444,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,fouryr,1,,actcat,6,33-36,Percent who attended a 4-year college,99.7,335,336,,out of,college students whose ACT Composite score is in the range of,attended a four-year college.,
Iowa,enroll,1,,actcat,1,1-15,Percent who enrolled in college,48.6,862,1774,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Iowa,enroll,1,,actcat,2,16-19,Percent who enrolled in college,77.4,3914,5060,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
Iowa,enroll,1,,actcat,3,20-23,Percent who enrolled in college,85.1,6317,7420,,out of,students whose ACT Composite score is in the range of,enrolled in college.,
